,size,maxtime,regime,strategy
0,145,51,"[[157.125, 157.09375, 744.0, 214.0, 157.1875, 157.0625, 9844.0, 30.0, 157.25, 157.03125, 2639.0, 31.0, 157.3125, 157.0, 1617.0, 61.0, 157.375, 156.96875, 510.0, 78.0], [157.125, 157.09375, 744.0, 214.0, 157.1875, 157.0625, 9862.0, 39.0, 157.25, 157.03125, 2657.0, 40.0, 157.3125, 157.0, 1635.0, 70.0, 157.375, 156.96875, 519.0, 87.0], [157.125, 157.09375, 744.0, 214.0, 157.1875, 157.0625, 9864.0, 41.0, 157.25, 157.03125, 2659.0, 41.0, 157.3125, 157.0, 1637.0, 71.0, 157.375, 156.96875, 520.0, 88.0], [157.125, 157.09375, 753.0, 220.0, 157.1875, 157.0625, 9878.0, 46.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 789.0, 220.0, 157.1875, 157.0625, 9878.0, 46.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 836.0, 220.0, 157.1875, 157.0625, 9878.0, 46.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 847.0, 265.0, 157.1875, 157.0625, 9879.0, 46.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 847.0, 314.0, 157.1875, 157.0625, 9879.0, 46.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.09375, 157.09375, 1.0, 357.0, 157.125, 157.0625, 870.0, 48.0, 157.1875, 157.03125, 9879.0, 47.0, 157.25, 157.0, 2672.0, 77.0, 157.3125, 156.96875, 1651.0, 94.0], [157.09375, 157.09375, 19.0, 349.0, 157.125, 157.0625, 870.0, 48.0, 157.1875, 157.03125, 9879.0, 47.0, 157.25, 157.0, 2672.0, 77.0, 157.3125, 156.96875, 1651.0, 94.0]]",POV
0,150,72,"[[157.125, 157.09375, 744.0, 214.0, 157.1875, 157.0625, 9862.0, 39.0, 157.25, 157.03125, 2657.0, 40.0, 157.3125, 157.0, 1617.0, 70.0, 157.375, 156.96875, 510.0, 87.0], [157.125, 157.09375, 744.0, 214.0, 157.1875, 157.0625, 9864.0, 40.0, 157.25, 157.03125, 2659.0, 41.0, 157.3125, 157.0, 1635.0, 71.0, 157.375, 156.96875, 519.0, 88.0], [157.125, 157.09375, 744.0, 214.0, 157.1875, 157.0625, 9868.0, 41.0, 157.25, 157.03125, 2662.0, 42.0, 157.3125, 157.0, 1640.0, 72.0, 157.375, 156.96875, 521.0, 89.0], [157.125, 157.09375, 843.0, 228.0, 157.1875, 157.0625, 9878.0, 46.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 847.0, 304.0, 157.1875, 157.0625, 9879.0, 46.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 850.0, 337.0, 157.1875, 157.0625, 9879.0, 46.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 852.0, 339.0, 157.1875, 157.0625, 9879.0, 46.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 855.0, 342.0, 157.1875, 157.0625, 9879.0, 48.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 855.0, 351.0, 157.1875, 157.0625, 9879.0, 48.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 874.0, 364.0, 157.1875, 157.0625, 9879.0, 48.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0]]",VWAP
0,490,72,"[[157.125, 157.09375, 744.0, 214.0, 157.1875, 157.0625, 9862.0, 39.0, 157.25, 157.03125, 2657.0, 40.0, 157.3125, 157.0, 1635.0, 70.0, 157.375, 156.96875, 510.0, 87.0], [157.125, 157.09375, 744.0, 214.0, 157.1875, 157.0625, 9864.0, 40.0, 157.25, 157.03125, 2659.0, 41.0, 157.3125, 157.0, 1637.0, 71.0, 157.375, 156.96875, 520.0, 88.0], [157.125, 157.09375, 777.0, 220.0, 157.1875, 157.0625, 9878.0, 46.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 835.0, 220.0, 157.1875, 157.0625, 9878.0, 46.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 847.0, 258.0, 157.1875, 157.0625, 9879.0, 46.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 855.0, 346.0, 157.1875, 157.0625, 9879.0, 48.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 863.0, 356.0, 157.1875, 157.0625, 9879.0, 48.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 864.0, 358.0, 157.1875, 157.0625, 9879.0, 48.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 875.0, 358.0, 157.1875, 157.0625, 9879.0, 48.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 874.0, 360.0, 157.1875, 157.0625, 9879.0, 48.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0]]",VWAP
0,100,81,"[[157.125, 157.09375, 744.0, 214.0, 157.1875, 157.0625, 9864.0, 40.0, 157.25, 157.03125, 2659.0, 41.0, 157.3125, 157.0, 1635.0, 71.0, 157.375, 156.96875, 519.0, 88.0], [157.125, 157.09375, 830.0, 220.0, 157.1875, 157.0625, 9878.0, 46.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 843.0, 239.0, 157.1875, 157.0625, 9878.0, 46.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 847.0, 306.0, 157.1875, 157.0625, 9879.0, 46.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 863.0, 357.0, 157.1875, 157.0625, 9879.0, 48.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.09375, 157.09375, 2.0, 362.0, 157.125, 157.0625, 874.0, 48.0, 157.1875, 157.03125, 9879.0, 47.0, 157.25, 157.0, 2672.0, 77.0, 157.3125, 156.96875, 1651.0, 94.0], [157.09375, 157.09375, 4.0, 355.0, 157.125, 157.0625, 870.0, 48.0, 157.1875, 157.03125, 9879.0, 47.0, 157.25, 157.0, 2672.0, 77.0, 157.3125, 156.96875, 1651.0, 94.0], [157.09375, 157.09375, 12.0, 342.0, 157.125, 157.0625, 870.0, 48.0, 157.1875, 157.03125, 9879.0, 47.0, 157.25, 157.0, 2672.0, 77.0, 157.3125, 156.96875, 1651.0, 94.0], [157.125, 157.09375, 870.0, 323.0, 157.1875, 157.0625, 9879.0, 48.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 870.0, 302.0, 157.1875, 157.0625, 9879.0, 48.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0]]",POV
0,315,99,"[[157.125, 157.09375, 847.0, 264.0, 157.1875, 157.0625, 9879.0, 46.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 855.0, 348.0, 157.1875, 157.0625, 9879.0, 48.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 866.0, 358.0, 157.1875, 157.0625, 9879.0, 48.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 877.0, 358.0, 157.1875, 157.0625, 9879.0, 48.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 870.0, 360.0, 157.1875, 157.0625, 9879.0, 48.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 870.0, 351.0, 157.1875, 157.0625, 9879.0, 48.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.09375, 157.09375, 9.0, 339.0, 157.125, 157.0625, 870.0, 48.0, 157.1875, 157.03125, 9879.0, 47.0, 157.25, 157.0, 2672.0, 77.0, 157.3125, 156.96875, 1651.0, 94.0], [157.09375, 157.09375, 16.0, 318.0, 157.125, 157.0625, 870.0, 48.0, 157.1875, 157.03125, 9879.0, 47.0, 157.25, 157.0, 2672.0, 77.0, 157.3125, 156.96875, 1651.0, 94.0], [157.125, 157.09375, 874.0, 302.0, 157.1875, 157.0625, 9879.0, 48.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0], [157.125, 157.09375, 882.0, 302.0, 157.1875, 157.0625, 9879.0, 48.0, 157.25, 157.03125, 2672.0, 47.0, 157.3125, 157.0, 1651.0, 77.0, 157.375, 156.96875, 521.0, 94.0]]",POV
0,165,30,"[[157.1875, 157.15625, 11559.0, 497.0, 157.25, 157.125, 3359.0, 553.0, 157.3125, 157.09375, 1995.0, 334.0, 157.375, 157.0625, 596.0, 48.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11567.0, 494.0, 157.25, 157.125, 3364.0, 574.0, 157.3125, 157.09375, 1995.0, 345.0, 157.375, 157.0625, 597.0, 48.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11568.0, 494.0, 157.25, 157.125, 3364.0, 638.0, 157.3125, 157.09375, 1995.0, 350.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11570.0, 494.0, 157.25, 157.125, 3364.0, 696.0, 157.3125, 157.09375, 1995.0, 350.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11592.0, 494.0, 157.25, 157.125, 3403.0, 785.0, 157.3125, 157.09375, 1995.0, 352.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11662.0, 494.0, 157.25, 157.125, 3453.0, 827.0, 157.3125, 157.09375, 1997.0, 352.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.15625, 157.15625, 6.0, 433.0, 157.1875, 157.125, 11676.0, 861.0, 157.25, 157.09375, 3453.0, 356.0, 157.3125, 157.0625, 1997.0, 49.0, 157.375, 157.03125, 597.0, 17.0], [157.1875, 157.15625, 11676.0, 382.0, 157.25, 157.125, 3453.0, 866.0, 157.3125, 157.09375, 1997.0, 356.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.15625, 157.15625, 3.0, 337.0, 157.1875, 157.125, 11680.0, 866.0, 157.25, 157.09375, 3453.0, 356.0, 157.3125, 157.0625, 1997.0, 49.0, 157.375, 157.03125, 597.0, 17.0], [157.15625, 157.15625, 7.0, 319.0, 157.1875, 157.125, 11684.0, 866.0, 157.25, 157.09375, 3453.0, 356.0, 157.3125, 157.0625, 1997.0, 49.0, 157.375, 157.03125, 597.0, 17.0]]",POV
0,210,45,"[[157.1875, 157.15625, 11525.0, 501.0, 157.25, 157.125, 3349.0, 553.0, 157.3125, 157.09375, 1995.0, 331.0, 157.375, 157.0625, 596.0, 48.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11561.0, 497.0, 157.25, 157.125, 3359.0, 567.0, 157.3125, 157.09375, 1995.0, 342.0, 157.375, 157.0625, 596.0, 48.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11568.0, 494.0, 157.25, 157.125, 3364.0, 599.0, 157.3125, 157.09375, 1995.0, 349.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11570.0, 494.0, 157.25, 157.125, 3364.0, 653.0, 157.3125, 157.09375, 1995.0, 350.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11570.0, 494.0, 157.25, 157.125, 3364.0, 701.0, 157.3125, 157.09375, 1995.0, 350.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11613.0, 494.0, 157.25, 157.125, 3403.0, 804.0, 157.3125, 157.09375, 1995.0, 352.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11637.0, 494.0, 157.25, 157.125, 3426.0, 816.0, 157.3125, 157.09375, 1997.0, 352.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11666.0, 494.0, 157.25, 157.125, 3453.0, 837.0, 157.3125, 157.09375, 1997.0, 355.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11672.0, 494.0, 157.25, 157.125, 3453.0, 844.0, 157.3125, 157.09375, 1997.0, 355.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11676.0, 358.0, 157.25, 157.125, 3453.0, 866.0, 157.3125, 157.09375, 1997.0, 356.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0]]",POV
0,230,63,"[[157.1875, 157.15625, 11527.0, 501.0, 157.25, 157.125, 3354.0, 553.0, 157.3125, 157.09375, 1995.0, 331.0, 157.375, 157.0625, 596.0, 48.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11564.0, 497.0, 157.25, 157.125, 3359.0, 567.0, 157.3125, 157.09375, 1995.0, 344.0, 157.375, 157.0625, 596.0, 48.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11568.0, 494.0, 157.25, 157.125, 3364.0, 613.0, 157.3125, 157.09375, 1995.0, 349.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11570.0, 494.0, 157.25, 157.125, 3364.0, 659.0, 157.3125, 157.09375, 1995.0, 350.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11570.0, 494.0, 157.25, 157.125, 3364.0, 762.0, 157.3125, 157.09375, 1995.0, 350.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11614.0, 494.0, 157.25, 157.125, 3403.0, 807.0, 157.3125, 157.09375, 1995.0, 352.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11618.0, 494.0, 157.25, 157.125, 3426.0, 813.0, 157.3125, 157.09375, 1997.0, 352.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11654.0, 494.0, 157.25, 157.125, 3451.0, 827.0, 157.3125, 157.09375, 1997.0, 352.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11666.0, 494.0, 157.25, 157.125, 3453.0, 839.0, 157.3125, 157.09375, 1997.0, 355.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11672.0, 494.0, 157.25, 157.125, 3453.0, 848.0, 157.3125, 157.09375, 1997.0, 355.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0]]",POV
0,330,57,"[[157.1875, 157.15625, 11526.0, 501.0, 157.25, 157.125, 3354.0, 553.0, 157.3125, 157.09375, 1995.0, 331.0, 157.375, 157.0625, 596.0, 48.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11562.0, 497.0, 157.25, 157.125, 3359.0, 567.0, 157.3125, 157.09375, 1995.0, 344.0, 157.375, 157.0625, 596.0, 48.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11568.0, 494.0, 157.25, 157.125, 3364.0, 611.0, 157.3125, 157.09375, 1995.0, 349.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11570.0, 494.0, 157.25, 157.125, 3364.0, 705.0, 157.3125, 157.09375, 1995.0, 350.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11570.0, 494.0, 157.25, 157.125, 3364.0, 759.0, 157.3125, 157.09375, 1995.0, 350.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11613.0, 494.0, 157.25, 157.125, 3403.0, 807.0, 157.3125, 157.09375, 1995.0, 352.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11652.0, 494.0, 157.25, 157.125, 3451.0, 827.0, 157.3125, 157.09375, 1997.0, 352.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.15625, 157.15625, 8.0, 424.0, 157.1875, 157.125, 11676.0, 866.0, 157.25, 157.09375, 3453.0, 356.0, 157.3125, 157.0625, 1997.0, 49.0, 157.375, 157.03125, 597.0, 17.0], [157.15625, 157.15625, 7.0, 354.0, 157.1875, 157.125, 11676.0, 866.0, 157.25, 157.09375, 3453.0, 356.0, 157.3125, 157.0625, 1997.0, 49.0, 157.375, 157.03125, 597.0, 17.0], [157.1875, 157.15625, 11680.0, 320.0, 157.25, 157.125, 3453.0, 866.0, 157.3125, 157.09375, 1997.0, 356.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0]]",POV
0,450,99,"[[157.1875, 157.15625, 11520.0, 502.0, 157.25, 157.125, 3349.0, 552.0, 157.3125, 157.09375, 1995.0, 331.0, 157.375, 157.0625, 596.0, 48.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11560.0, 497.0, 157.25, 157.125, 3359.0, 559.0, 157.3125, 157.09375, 1995.0, 342.0, 157.375, 157.0625, 596.0, 48.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11567.0, 494.0, 157.25, 157.125, 3364.0, 583.0, 157.3125, 157.09375, 1995.0, 349.0, 157.375, 157.0625, 597.0, 48.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11568.0, 494.0, 157.25, 157.125, 3364.0, 648.0, 157.3125, 157.09375, 1995.0, 350.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11570.0, 494.0, 157.25, 157.125, 3364.0, 749.0, 157.3125, 157.09375, 1995.0, 350.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11610.0, 494.0, 157.25, 157.125, 3403.0, 791.0, 157.3125, 157.09375, 1995.0, 352.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.1875, 157.15625, 11662.0, 494.0, 157.25, 157.125, 3453.0, 827.0, 157.3125, 157.09375, 1997.0, 354.0, 157.375, 157.0625, 597.0, 49.0, 157.4375, 157.03125, 51.0, 17.0], [157.15625, 157.15625, 2.0, 372.0, 157.1875, 157.125, 11676.0, 866.0, 157.25, 157.09375, 3453.0, 356.0, 157.3125, 157.0625, 1997.0, 49.0, 157.375, 157.03125, 597.0, 17.0], [157.15625, 157.15625, 13.0, 333.0, 157.1875, 157.125, 11680.0, 866.0, 157.25, 157.09375, 3453.0, 356.0, 157.3125, 157.0625, 1997.0, 49.0, 157.375, 157.03125, 597.0, 17.0], [157.15625, 157.15625, 16.0, 310.0, 157.1875, 157.125, 11684.0, 866.0, 157.25, 157.09375, 3453.0, 356.0, 157.3125, 157.0625, 1997.0, 49.0, 157.375, 157.03125, 597.0, 17.0]]",POV
0,305,54,"[[157.1875, 157.15625, 12965.0, 32.0, 157.25, 157.125, 3575.0, 792.0, 157.3125, 157.09375, 2163.0, 5.0, 157.375, 157.0625, 649.0, 1.0, 157.4375, 157.03125, 52.0, 11.0], [157.1875, 157.15625, 12983.0, 32.0, 157.25, 157.125, 3575.0, 841.0, 157.3125, 157.09375, 2163.0, 5.0, 157.375, 157.0625, 649.0, 1.0, 157.4375, 157.03125, 52.0, 11.0], [157.1875, 157.15625, 12983.0, 32.0, 157.25, 157.125, 3575.0, 883.0, 157.3125, 157.09375, 2163.0, 5.0, 157.375, 157.0625, 649.0, 1.0, 157.4375, 157.03125, 52.0, 11.0], [157.1875, 157.15625, 12990.0, 32.0, 157.25, 157.125, 3575.0, 906.0, 157.3125, 157.09375, 2163.0, 5.0, 157.375, 157.0625, 649.0, 1.0, 157.4375, 157.03125, 52.0, 11.0], [157.1875, 157.15625, 12998.0, 32.0, 157.25, 157.125, 3575.0, 913.0, 157.3125, 157.09375, 2163.0, 7.0, 157.375, 157.0625, 649.0, 1.0, 157.4375, 157.03125, 52.0, 11.0], [157.1875, 157.15625, 12998.0, 32.0, 157.25, 157.125, 3575.0, 995.0, 157.3125, 157.09375, 2163.0, 8.0, 157.375, 157.0625, 649.0, 1.0, 157.4375, 157.03125, 52.0, 11.0], [157.1875, 157.15625, 13014.0, 32.0, 157.25, 157.125, 3575.0, 997.0, 157.3125, 157.09375, 2163.0, 8.0, 157.375, 157.0625, 650.0, 1.0, 157.4375, 157.03125, 52.0, 11.0], [157.1875, 157.15625, 13028.0, 32.0, 157.25, 157.125, 3575.0, 1000.0, 157.3125, 157.09375, 2163.0, 8.0, 157.375, 157.0625, 650.0, 1.0, 157.4375, 157.03125, 52.0, 11.0], [157.1875, 157.15625, 13050.0, 32.0, 157.25, 157.125, 3575.0, 1000.0, 157.3125, 157.09375, 2163.0, 8.0, 157.375, 157.0625, 650.0, 1.0, 157.4375, 157.03125, 52.0, 11.0], [157.1875, 157.15625, 13070.0, 32.0, 157.25, 157.125, 3577.0, 1000.0, 157.3125, 157.09375, 2163.0, 8.0, 157.375, 157.0625, 650.0, 1.0, 157.4375, 157.03125, 52.0, 11.0]]",POV
0,135,75,"[[157.1875, 157.15625, 12907.0, 32.0, 157.25, 157.125, 3575.0, 754.0, 157.3125, 157.09375, 2163.0, 5.0, 157.375, 157.0625, 649.0, 1.0, 157.4375, 157.03125, 52.0, 11.0], [157.1875, 157.15625, 12929.0, 32.0, 157.25, 157.125, 3575.0, 757.0, 157.3125, 157.09375, 2163.0, 5.0, 157.375, 157.0625, 649.0, 1.0, 157.4375, 157.03125, 52.0, 11.0], [157.1875, 157.15625, 12975.0, 32.0, 157.25, 157.125, 3575.0, 811.0, 157.3125, 157.09375, 2163.0, 5.0, 157.375, 157.0625, 649.0, 1.0, 157.4375, 157.03125, 52.0, 11.0], [157.1875, 157.15625, 12982.0, 32.0, 157.25, 157.125, 3575.0, 841.0, 157.3125, 157.09375, 2163.0, 5.0, 157.375, 157.0625, 649.0, 1.0, 157.4375, 157.03125, 52.0, 11.0], [157.1875, 157.15625, 12998.0, 32.0, 157.25, 157.125, 3575.0, 994.0, 157.3125, 157.09375, 2163.0, 8.0, 157.375, 157.0625, 649.0, 1.0, 157.4375, 157.03125, 52.0, 11.0], [157.1875, 157.15625, 13015.0, 32.0, 157.25, 157.125, 3575.0, 997.0, 157.3125, 157.09375, 2163.0, 8.0, 157.375, 157.0625, 650.0, 1.0, 157.4375, 157.03125, 52.0, 11.0], [157.1875, 157.15625, 13045.0, 32.0, 157.25, 157.125, 3575.0, 1000.0, 157.3125, 157.09375, 2163.0, 8.0, 157.375, 157.0625, 650.0, 1.0, 157.4375, 157.03125, 52.0, 11.0], [157.1875, 157.15625, 13046.0, 32.0, 157.25, 157.125, 3575.0, 1000.0, 157.3125, 157.09375, 2163.0, 8.0, 157.375, 157.0625, 650.0, 1.0, 157.4375, 157.03125, 52.0, 11.0], [157.1875, 157.15625, 13070.0, 32.0, 157.25, 157.125, 3577.0, 1000.0, 157.3125, 157.09375, 2163.0, 8.0, 157.375, 157.0625, 650.0, 1.0, 157.4375, 157.03125, 52.0, 11.0], [157.1875, 157.15625, 13070.0, 15.0, 157.25, 157.125, 3577.0, 1000.0, 157.3125, 157.09375, 2163.0, 8.0, 157.375, 157.0625, 650.0, 1.0, 157.4375, 157.03125, 52.0, 11.0]]",POV
