,size,maxtime,regime,strategy
0,220,84,"[[157.0, 156.96875, 587.0, 67.0, 157.0625, 156.8125, 699.0, 1.0, 157.125, 155.71875, 2283.0, 37.0, 157.1875, 155.6875, 14195.0, 37.0, 157.25, 155.65625, 4207.0, 37.0], [157.0, 156.96875, 636.0, 92.0, 157.0625, 156.8125, 699.0, 1.0, 157.125, 155.71875, 2283.0, 37.0, 157.1875, 155.6875, 14195.0, 37.0, 157.25, 155.65625, 4207.0, 37.0], [157.0, 157.0, 612.0, 23.0, 157.0625, 156.96875, 701.0, 93.0, 157.125, 156.9375, 2306.0, 1.0, 157.1875, 156.875, 14195.0, 5.0, 157.25, 156.8125, 4207.0, 1.0], [157.0, 157.0, 536.0, 10.0, 157.0625, 156.96875, 701.0, 96.0, 157.125, 156.9375, 2307.0, 1.0, 157.1875, 156.875, 14195.0, 10.0, 157.25, 156.8125, 4207.0, 18.0], [156.96875, 156.96875, 6.0, 93.0, 157.0, 156.9375, 494.0, 1.0, 157.0625, 156.875, 704.0, 10.0, 157.125, 156.8125, 2323.0, 18.0, 157.1875, 155.71875, 14195.0, 37.0], [156.96875, 156.96875, 5.0, 9.0, 157.0, 156.9375, 487.0, 1.0, 157.0625, 156.875, 704.0, 10.0, 157.125, 156.8125, 2323.0, 18.0, 157.1875, 155.71875, 14195.0, 37.0], [156.8125, 156.8125, 6.0, 17.0, 156.9375, 155.71875, 12.0, 37.0, 157.0, 155.6875, 480.0, 37.0, 157.0625, 155.65625, 730.0, 37.0, 157.125, 0.0, 2323.0, 0.0], [155.71875, 155.6875, 16.0, 30.0, 156.875, 155.65625, 66.0, 37.0, 157.0, 0.0, 480.0, 0.0, 157.0625, 0.0, 730.0, 0.0, 157.125, 0.0, 2339.0, 0.0], [155.65625, 0.0, 260.0, 0.0, 157.0, 0.0, 480.0, 0.0, 157.0625, 0.0, 730.0, 0.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14195.0, 0.0], [155.65625, 0.0, 318.0, 0.0, 157.0, 0.0, 480.0, 0.0, 157.0625, 0.0, 730.0, 0.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14195.0, 0.0]]",POV
0,400,111,"[[157.0, 156.96875, 626.0, 70.0, 157.0625, 156.8125, 699.0, 1.0, 157.125, 155.71875, 2283.0, 37.0, 157.1875, 155.6875, 14195.0, 37.0, 157.25, 155.65625, 4207.0, 37.0], [157.0, 156.96875, 641.0, 92.0, 157.0625, 156.8125, 699.0, 1.0, 157.125, 155.71875, 2283.0, 37.0, 157.1875, 155.6875, 14195.0, 37.0, 157.25, 155.65625, 4207.0, 37.0], [157.0, 156.96875, 620.0, 93.0, 157.0625, 156.9375, 701.0, 1.0, 157.125, 156.875, 2283.0, 5.0, 157.1875, 156.8125, 14195.0, 1.0, 157.25, 155.71875, 4207.0, 37.0], [157.0, 157.0, 549.0, 3.0, 157.0625, 156.96875, 701.0, 93.0, 157.125, 156.9375, 2307.0, 1.0, 157.1875, 156.875, 14195.0, 10.0, 157.25, 156.8125, 4207.0, 18.0], [157.0, 156.96875, 506.0, 96.0, 157.0625, 156.9375, 704.0, 1.0, 157.125, 156.875, 2323.0, 10.0, 157.1875, 156.8125, 14195.0, 18.0, 157.25, 155.71875, 4207.0, 37.0], [156.96875, 156.96875, 1.0, 23.0, 157.0, 156.9375, 487.0, 1.0, 157.0625, 156.875, 704.0, 10.0, 157.125, 156.8125, 2323.0, 18.0, 157.1875, 155.71875, 14195.0, 37.0], [156.9375, 156.875, 12.0, 10.0, 156.96875, 156.8125, 26.0, 18.0, 157.0, 155.71875, 480.0, 37.0, 157.0625, 155.6875, 727.0, 37.0, 157.125, 155.65625, 2323.0, 37.0], [155.71875, 155.6875, 19.0, 36.0, 156.875, 155.65625, 72.0, 37.0, 157.0, 0.0, 480.0, 0.0, 157.0625, 0.0, 730.0, 0.0, 157.125, 0.0, 2323.0, 0.0], [155.65625, 0.0, 9.0, 0.0, 155.6875, 0.0, 60.0, 0.0, 155.71875, 0.0, 64.0, 0.0, 157.0, 0.0, 480.0, 0.0, 157.0625, 0.0, 730.0, 0.0], [155.65625, 0.0, 148.0, 0.0, 157.0, 0.0, 480.0, 0.0, 157.0625, 0.0, 730.0, 0.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14195.0, 0.0]]",POV
0,170,117,"[[157.0, 156.96875, 588.0, 93.0, 157.0625, 156.9375, 701.0, 1.0, 157.125, 156.875, 2306.0, 5.0, 157.1875, 156.8125, 14195.0, 1.0, 157.25, 155.71875, 4207.0, 37.0], [157.0, 157.0, 530.0, 4.0, 157.0625, 156.96875, 701.0, 96.0, 157.125, 156.9375, 2307.0, 1.0, 157.1875, 156.875, 14195.0, 10.0, 157.25, 156.8125, 4207.0, 18.0], [157.0, 156.96875, 494.0, 87.0, 157.0625, 156.9375, 704.0, 1.0, 157.125, 156.875, 2323.0, 10.0, 157.1875, 156.8125, 14195.0, 18.0, 157.25, 155.71875, 4207.0, 37.0], [156.96875, 156.96875, 2.0, 6.0, 157.0, 156.9375, 487.0, 1.0, 157.0625, 156.875, 704.0, 10.0, 157.125, 156.8125, 2323.0, 18.0, 157.1875, 155.71875, 14195.0, 37.0], [156.875, 156.8125, 9.0, 11.0, 156.9375, 155.71875, 12.0, 37.0, 157.0, 155.6875, 480.0, 37.0, 157.0625, 155.65625, 730.0, 37.0, 157.125, 0.0, 2323.0, 0.0], [155.71875, 155.6875, 31.0, 30.0, 156.875, 155.65625, 34.0, 37.0, 157.0, 0.0, 480.0, 0.0, 157.0625, 0.0, 730.0, 0.0, 157.125, 0.0, 2339.0, 0.0], [155.65625, 0.0, 467.0, 0.0, 157.0, 0.0, 480.0, 0.0, 157.0625, 0.0, 730.0, 0.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14195.0, 0.0], [155.65625, 0.0, 406.0, 0.0, 157.0, 0.0, 480.0, 0.0, 157.0625, 0.0, 730.0, 0.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14195.0, 0.0], [155.65625, 0.0, 370.0, 0.0, 157.0, 0.0, 480.0, 0.0, 157.0625, 0.0, 730.0, 0.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14195.0, 0.0], [155.65625, 0.0, 296.0, 0.0, 157.0, 0.0, 480.0, 0.0, 157.0625, 0.0, 730.0, 0.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14195.0, 0.0]]",POV
0,170,15,"[[157.0, 156.96875, 421.0, 1.0, 157.0625, 0.0, 808.0, 0.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14214.0, 0.0, 157.25, 0.0, 4226.0, 0.0], [157.0, 156.96875, 399.0, 1.0, 157.0625, 0.0, 808.0, 0.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14233.0, 0.0, 157.25, 0.0, 4233.0, 0.0], [157.0, 156.96875, 368.0, 1.0, 157.0625, 0.0, 808.0, 0.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14235.0, 0.0, 157.25, 0.0, 4233.0, 0.0], [157.0, 156.96875, 335.0, 1.0, 157.0625, 156.71875, 808.0, 3.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14238.0, 0.0, 157.25, 0.0, 4233.0, 0.0], [157.0, 156.96875, 300.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 0.0, 14260.0, 0.0, 157.25, 0.0, 4233.0, 0.0], [157.0, 156.96875, 292.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 156.59375, 14359.0, 12.0, 157.25, 156.5, 4233.0, 2.0], [157.0, 156.96875, 297.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 156.59375, 14439.0, 12.0, 157.25, 156.5, 4241.0, 7.0], [157.0, 156.9375, 292.0, 7.0, 157.0625, 156.71875, 808.0, 3.0, 157.125, 156.59375, 2339.0, 12.0, 157.1875, 156.5, 14457.0, 7.0, 157.25, 156.46875, 4242.0, 2.0], [157.0, 156.71875, 300.0, 1.0, 157.0625, 156.59375, 808.0, 12.0, 157.125, 156.5, 2339.0, 7.0, 157.1875, 156.46875, 14460.0, 2.0, 157.25, 156.3125, 4242.0, 1.0], [156.9375, 156.59375, 9.0, 12.0, 157.0, 156.5, 314.0, 7.0, 157.0625, 156.46875, 808.0, 2.0, 157.125, 156.3125, 2339.0, 1.0, 157.1875, 0.0, 14469.0, 0.0]]",POV
0,260,39,"[[157.0, 156.96875, 422.0, 1.0, 157.0625, 0.0, 808.0, 0.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14211.0, 0.0, 157.25, 0.0, 4209.0, 0.0], [157.0, 156.96875, 379.0, 1.0, 157.0625, 0.0, 808.0, 0.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14235.0, 0.0, 157.25, 0.0, 4233.0, 0.0], [157.0, 157.15625, 343.0, 1.0, 157.0625, 156.96875, 808.0, 1.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 0.0, 14238.0, 0.0, 157.25, 0.0, 4233.0, 0.0], [157.0, 156.96875, 303.0, 1.0, 157.0625, 156.71875, 808.0, 3.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14239.0, 0.0, 157.25, 0.0, 4233.0, 0.0], [157.0, 156.96875, 300.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 156.46875, 14300.0, 2.0, 157.25, 0.0, 4233.0, 0.0], [157.0, 156.96875, 295.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 156.59375, 14340.0, 12.0, 157.25, 156.5, 4233.0, 2.0], [157.0, 156.96875, 280.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 156.59375, 14377.0, 12.0, 157.25, 156.5, 4234.0, 2.0], [157.0, 156.96875, 279.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 156.59375, 14436.0, 12.0, 157.25, 156.5, 4241.0, 7.0], [157.0, 156.9375, 275.0, 7.0, 157.0625, 156.71875, 808.0, 3.0, 157.125, 156.59375, 2339.0, 12.0, 157.1875, 156.5, 14456.0, 7.0, 157.25, 156.46875, 4242.0, 2.0], [156.5, 156.46875, 7.0, 2.0, 156.59375, 156.3125, 59.0, 1.0, 156.9375, 0.0, 9.0, 0.0, 157.0, 0.0, 314.0, 0.0, 157.0625, 0.0, 808.0, 0.0]]",VWAP
0,390,45,"[[157.0, 156.96875, 413.0, 1.0, 157.0625, 0.0, 808.0, 0.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14223.0, 0.0, 157.25, 0.0, 4226.0, 0.0], [157.0, 156.96875, 357.0, 1.0, 157.0625, 156.71875, 808.0, 3.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14235.0, 0.0, 157.25, 0.0, 4233.0, 0.0], [157.0, 156.96875, 319.0, 1.0, 157.0625, 156.71875, 808.0, 3.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14238.0, 0.0, 157.25, 0.0, 4233.0, 0.0], [157.0, 156.96875, 300.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 156.5, 14324.0, 2.0, 157.25, 156.46875, 4233.0, 2.0], [157.0, 156.96875, 287.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 156.59375, 14361.0, 12.0, 157.25, 156.5, 4234.0, 2.0], [157.0, 156.96875, 280.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 156.59375, 14395.0, 12.0, 157.25, 156.5, 4234.0, 7.0], [157.0, 156.96875, 287.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 156.59375, 14443.0, 12.0, 157.25, 156.5, 4241.0, 7.0], [156.71875, 156.59375, 1.0, 12.0, 156.9375, 156.5, 7.0, 7.0, 157.0, 156.46875, 314.0, 2.0, 157.0625, 156.3125, 808.0, 1.0, 157.125, 0.0, 2339.0, 0.0], [156.59375, 156.5, 59.0, 7.0, 156.9375, 156.46875, 9.0, 2.0, 157.0, 156.3125, 314.0, 1.0, 157.0625, 0.0, 808.0, 0.0, 157.125, 0.0, 2339.0, 0.0], [156.46875, 0.0, 49.0, 0.0, 156.5, 0.0, 16.0, 0.0, 156.59375, 0.0, 59.0, 0.0, 156.9375, 0.0, 9.0, 0.0, 157.0, 0.0, 280.0, 0.0]]",POV
0,85,81,"[[157.0, 156.96875, 422.0, 1.0, 157.0625, 0.0, 808.0, 0.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14208.0, 0.0, 157.25, 0.0, 4209.0, 0.0], [157.0, 157.15625, 407.0, 4.0, 157.0625, 156.96875, 808.0, 1.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14232.0, 0.0, 157.25, 0.0, 4233.0, 0.0], [157.0, 157.15625, 382.0, 1.0, 157.0625, 156.96875, 808.0, 1.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14235.0, 0.0, 157.25, 0.0, 4233.0, 0.0], [157.0, 156.96875, 347.0, 1.0, 157.0625, 156.71875, 808.0, 3.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14238.0, 0.0, 157.25, 0.0, 4233.0, 0.0], [157.0, 156.96875, 300.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 156.46875, 14286.0, 2.0, 157.25, 0.0, 4233.0, 0.0], [157.0, 156.96875, 280.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 156.59375, 14372.0, 12.0, 157.25, 156.5, 4234.0, 2.0], [157.0, 156.96875, 279.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 156.59375, 14430.0, 12.0, 157.25, 156.5, 4241.0, 7.0], [156.96875, 156.9375, 2.0, 7.0, 157.0, 156.71875, 282.0, 3.0, 157.0625, 156.59375, 808.0, 12.0, 157.125, 156.5, 2339.0, 7.0, 157.1875, 156.46875, 14446.0, 2.0], [157.0, 157.125, 278.0, 3.0, 157.0625, 156.9375, 808.0, 7.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 156.59375, 14456.0, 12.0, 157.25, 156.5, 4241.0, 7.0], [156.59375, 156.5, 59.0, 1.0, 156.9375, 156.46875, 9.0, 2.0, 157.0, 156.3125, 314.0, 1.0, 157.0625, 0.0, 808.0, 0.0, 157.125, 0.0, 2339.0, 0.0]]",TWAP
0,85,96,"[[157.0, 156.96875, 413.0, 1.0, 157.0625, 0.0, 808.0, 0.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14231.0, 0.0, 157.25, 0.0, 4226.0, 0.0], [157.0, 156.96875, 393.0, 1.0, 157.0625, 0.0, 808.0, 0.0, 157.125, 0.0, 2339.0, 0.0, 157.1875, 0.0, 14234.0, 0.0, 157.25, 0.0, 4233.0, 0.0], [157.0, 157.15625, 354.0, 2.0, 157.0625, 156.96875, 808.0, 1.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 0.0, 14235.0, 0.0, 157.25, 0.0, 4233.0, 0.0], [157.0, 157.15625, 315.0, 1.0, 157.0625, 156.96875, 808.0, 1.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 0.0, 14238.0, 0.0, 157.25, 0.0, 4233.0, 0.0], [157.0, 156.96875, 300.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 0.0, 14245.0, 0.0, 157.25, 0.0, 4233.0, 0.0], [157.0, 156.96875, 300.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 156.5, 14327.0, 2.0, 157.25, 156.46875, 4233.0, 2.0], [157.0, 156.96875, 286.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 156.59375, 14364.0, 12.0, 157.25, 156.5, 4234.0, 2.0], [157.0, 156.96875, 280.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 156.59375, 14395.0, 12.0, 157.25, 156.5, 4234.0, 7.0], [157.0, 156.96875, 279.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 156.59375, 14419.0, 12.0, 157.25, 156.5, 4241.0, 7.0], [157.0, 156.96875, 282.0, 1.0, 157.0625, 156.9375, 808.0, 10.0, 157.125, 156.71875, 2339.0, 3.0, 157.1875, 156.59375, 14443.0, 12.0, 157.25, 156.5, 4241.0, 7.0]]",VWAP
0,50,21,"[[157.125, 157.09375, 3570.0, 1260.0, 157.1875, 157.0625, 17150.0, 96.0, 157.25, 157.03125, 4849.0, 7.0, 157.3125, 157.0, 3041.0, 52.0, 157.375, 156.96875, 796.0, 61.0], [157.125, 157.09375, 3570.0, 1279.0, 157.1875, 157.0625, 17150.0, 112.0, 157.25, 157.03125, 4849.0, 31.0, 157.3125, 157.0, 3041.0, 76.0, 157.375, 156.96875, 800.0, 61.0], [157.125, 157.09375, 3566.0, 1279.0, 157.1875, 157.0625, 17196.0, 113.0, 157.25, 157.03125, 4901.0, 32.0, 157.3125, 157.0, 3041.0, 82.0, 157.375, 156.96875, 813.0, 87.0], [157.125, 157.09375, 3573.0, 1292.0, 157.1875, 157.0625, 17204.0, 113.0, 157.25, 157.03125, 4907.0, 32.0, 157.3125, 157.0, 3062.0, 82.0, 157.375, 156.96875, 836.0, 87.0], [157.125, 157.09375, 3621.0, 1292.0, 157.1875, 157.0625, 17205.0, 113.0, 157.25, 157.03125, 4907.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3653.0, 1294.0, 157.1875, 157.0625, 17205.0, 113.0, 157.25, 157.03125, 4907.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3706.0, 1318.0, 157.1875, 157.0625, 17210.0, 113.0, 157.25, 157.03125, 4924.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3709.0, 1392.0, 157.1875, 157.0625, 17210.0, 113.0, 157.25, 157.03125, 4924.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3711.0, 1408.0, 157.1875, 157.0625, 17210.0, 113.0, 157.25, 157.03125, 4924.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3711.0, 1411.0, 157.1875, 157.0625, 17210.0, 113.0, 157.25, 157.03125, 4924.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0]]",POV
0,185,42,"[[157.125, 157.09375, 3559.0, 1259.0, 157.1875, 157.0625, 17149.0, 96.0, 157.25, 157.03125, 4849.0, 7.0, 157.3125, 157.0, 3013.0, 52.0, 157.375, 156.96875, 791.0, 61.0], [157.125, 157.09375, 3573.0, 1279.0, 157.1875, 157.0625, 17196.0, 113.0, 157.25, 157.03125, 4907.0, 32.0, 157.3125, 157.0, 3041.0, 82.0, 157.375, 156.96875, 830.0, 87.0], [157.125, 157.09375, 3605.0, 1292.0, 157.1875, 157.0625, 17205.0, 113.0, 157.25, 157.03125, 4907.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3637.0, 1292.0, 157.1875, 157.0625, 17205.0, 113.0, 157.25, 157.03125, 4907.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3693.0, 1294.0, 157.1875, 157.0625, 17209.0, 113.0, 157.25, 157.03125, 4924.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3709.0, 1376.0, 157.1875, 157.0625, 17210.0, 113.0, 157.25, 157.03125, 4924.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3709.0, 1406.0, 157.1875, 157.0625, 17210.0, 113.0, 157.25, 157.03125, 4924.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.09375, 157.09375, 7.0, 1405.0, 157.125, 157.0625, 3711.0, 113.0, 157.1875, 157.03125, 17210.0, 32.0, 157.25, 157.0, 4924.0, 82.0, 157.3125, 156.96875, 3081.0, 87.0], [157.09375, 157.09375, 6.0, 1389.0, 157.125, 157.0625, 3711.0, 113.0, 157.1875, 157.03125, 17210.0, 32.0, 157.25, 157.0, 4924.0, 82.0, 157.3125, 156.96875, 3081.0, 87.0], [157.125, 157.09375, 3711.0, 1378.0, 157.1875, 157.0625, 17210.0, 113.0, 157.25, 157.03125, 4924.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0]]",POV
0,345,90,"[[157.125, 157.09375, 3548.0, 1259.0, 157.1875, 157.0625, 17138.0, 96.0, 157.25, 157.03125, 4844.0, 7.0, 157.3125, 157.0, 3011.0, 52.0, 157.375, 156.96875, 791.0, 36.0], [157.125, 157.09375, 3570.0, 1263.0, 157.1875, 157.0625, 17150.0, 96.0, 157.25, 157.03125, 4849.0, 7.0, 157.3125, 157.0, 3041.0, 52.0, 157.375, 156.96875, 800.0, 61.0], [157.125, 157.09375, 3570.0, 1279.0, 157.1875, 157.0625, 17167.0, 112.0, 157.25, 157.03125, 4849.0, 31.0, 157.3125, 157.0, 3041.0, 76.0, 157.375, 156.96875, 800.0, 86.0], [157.125, 157.09375, 3566.0, 1279.0, 157.1875, 157.0625, 17196.0, 113.0, 157.25, 157.03125, 4901.0, 32.0, 157.3125, 157.0, 3041.0, 82.0, 157.375, 156.96875, 813.0, 87.0], [157.125, 157.09375, 3576.0, 1292.0, 157.1875, 157.0625, 17204.0, 113.0, 157.25, 157.03125, 4907.0, 32.0, 157.3125, 157.0, 3062.0, 82.0, 157.375, 156.96875, 836.0, 87.0], [157.125, 157.09375, 3629.0, 1292.0, 157.1875, 157.0625, 17205.0, 113.0, 157.25, 157.03125, 4907.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3657.0, 1294.0, 157.1875, 157.0625, 17205.0, 113.0, 157.25, 157.03125, 4907.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3706.0, 1321.0, 157.1875, 157.0625, 17210.0, 113.0, 157.25, 157.03125, 4924.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3709.0, 1396.0, 157.1875, 157.0625, 17210.0, 113.0, 157.25, 157.03125, 4924.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3711.0, 1414.0, 157.1875, 157.0625, 17210.0, 113.0, 157.25, 157.03125, 4924.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0]]",POV
0,400,108,"[[157.125, 157.09375, 3569.0, 1259.0, 157.1875, 157.0625, 17149.0, 96.0, 157.25, 157.03125, 4849.0, 7.0, 157.3125, 157.0, 3013.0, 52.0, 157.375, 156.96875, 791.0, 61.0], [157.125, 157.09375, 3568.0, 1279.0, 157.1875, 157.0625, 17194.0, 113.0, 157.25, 157.03125, 4901.0, 32.0, 157.3125, 157.0, 3041.0, 77.0, 157.375, 156.96875, 800.0, 87.0], [157.125, 157.09375, 3573.0, 1290.0, 157.1875, 157.0625, 17196.0, 113.0, 157.25, 157.03125, 4907.0, 32.0, 157.3125, 157.0, 3041.0, 82.0, 157.375, 156.96875, 836.0, 87.0], [157.125, 157.09375, 3642.0, 1292.0, 157.1875, 157.0625, 17205.0, 113.0, 157.25, 157.03125, 4907.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3670.0, 1294.0, 157.1875, 157.0625, 17206.0, 113.0, 157.25, 157.03125, 4924.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3706.0, 1353.0, 157.1875, 157.0625, 17210.0, 113.0, 157.25, 157.03125, 4924.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3709.0, 1378.0, 157.1875, 157.0625, 17210.0, 113.0, 157.25, 157.03125, 4924.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.09375, 157.09375, 5.0, 1403.0, 157.125, 157.0625, 3711.0, 113.0, 157.1875, 157.03125, 17210.0, 32.0, 157.25, 157.0, 4924.0, 82.0, 157.3125, 156.96875, 3081.0, 87.0], [157.09375, 157.09375, 4.0, 1387.0, 157.125, 157.0625, 3711.0, 113.0, 157.1875, 157.03125, 17210.0, 32.0, 157.25, 157.0, 4924.0, 82.0, 157.3125, 156.96875, 3081.0, 87.0], [157.09375, 157.09375, 11.0, 1377.0, 157.125, 157.0625, 3711.0, 113.0, 157.1875, 157.03125, 17210.0, 32.0, 157.25, 157.0, 4924.0, 82.0, 157.3125, 156.96875, 3081.0, 87.0]]",POV
